case_id,packet_id,market_slug,question,review_priority,human_review_status,source_check_status,source_context,evidence_status,missing_evidence,next_review_step,allowed_interpretation,blocked_claims,future_mcp_access,future_agent_access,source_queue_artifact
monitor_candidate_20260724_043000_11dc0d761c87,case_review_packet_monitor_candidate_20260724_043000_11dc0d761c87,will-pete-buttigieg-win-the-2028-democratic-presidential-nomination-687,Will Pete Buttigieg win the 2028 Democratic presidential nomination?,medium,needs_human_review,source_check_not_started,review_source_url=not_recorded; event_source_url=not_recorded; reviewer=not_recorded; updated_at_utc=not_recorded; review_note=not_recorded,human_review_required; event_context=not_evaluated; reference_context=partial_reference_overlap,manual Polymarket market page review; independent news/event timestamp check; repeat-bucket confirmation; directional position or exit data; reviewed event candidate mapping,Open public market and event/context sources; record source URLs; keep as review cue only.,Deterministic anomaly review cue for human source checking and later bounded SignalSpec drafting only; not a metric calculated by agents.,private_information_proof; misconduct_finding; causality; tradeability; profitability; future_performance; order_instruction; insider_risk_as_fact,contract_only_bounded_case_summary; max_rows=50; no_raw_sql; no_wallet_address_by_default; no_order_path,contract_only_after_llm_audit_log; interpretation_only; no_metric_calculation,monitor_anomaly_review_queue.csv
monitor_candidate_20260727_043000_8370a92c479b,case_review_packet_monitor_candidate_20260727_043000_8370a92c479b,will-alexandria-ocasio-cortez-win-the-2028-democratic-presidential-nomination-653,Will Alexandria Ocasio-Cortez win the 2028 Democratic presidential nomination?,medium,needs_human_review,source_check_not_started,review_source_url=not_recorded; event_source_url=not_recorded; reviewer=not_recorded; updated_at_utc=not_recorded; review_note=not_recorded,human_review_required; event_context=not_evaluated; reference_context=partial_reference_overlap,manual Polymarket market page review; independent news/event timestamp check; repeat-bucket confirmation; directional position or exit data; reviewed event candidate mapping,Open public market and event/context sources; record source URLs; keep as review cue only.,Deterministic anomaly review cue for human source checking and later bounded SignalSpec drafting only; not a metric calculated by agents.,private_information_proof; misconduct_finding; causality; tradeability; profitability; future_performance; order_instruction; insider_risk_as_fact,contract_only_bounded_case_summary; max_rows=50; no_raw_sql; no_wallet_address_by_default; no_order_path,contract_only_after_llm_audit_log; interpretation_only; no_metric_calculation,monitor_anomaly_review_queue.csv
monitor_candidate_20260727_043000_ed20f2a92b8b,case_review_packet_monitor_candidate_20260727_043000_ed20f2a92b8b,will-josh-shapiro-win-the-2028-democratic-presidential-nomination-977,Will Josh Shapiro win the 2028 Democratic presidential nomination?,medium,needs_human_review,source_check_not_started,review_source_url=not_recorded; event_source_url=not_recorded; reviewer=not_recorded; updated_at_utc=not_recorded; review_note=not_recorded,human_review_required; event_context=not_evaluated; reference_context=partial_reference_overlap,manual Polymarket market page review; independent news/event timestamp check; repeat-bucket confirmation; directional position or exit data; reviewed event candidate mapping,Open public market and event/context sources; record source URLs; keep as review cue only.,Deterministic anomaly review cue for human source checking and later bounded SignalSpec drafting only; not a metric calculated by agents.,private_information_proof; misconduct_finding; causality; tradeability; profitability; future_performance; order_instruction; insider_risk_as_fact,contract_only_bounded_case_summary; max_rows=50; no_raw_sql; no_wallet_address_by_default; no_order_path,contract_only_after_llm_audit_log; interpretation_only; no_metric_calculation,monitor_anomaly_review_queue.csv
monitor_candidate_20260728_043000_02e0fb9c95e9,case_review_packet_monitor_candidate_20260728_043000_02e0fb9c95e9,will-pete-buttigieg-win-the-2028-democratic-presidential-nomination-687,Will Pete Buttigieg win the 2028 Democratic presidential nomination?,medium,needs_human_review,source_check_not_started,review_source_url=not_recorded; event_source_url=not_recorded; reviewer=not_recorded; updated_at_utc=not_recorded; review_note=not_recorded,human_review_required; event_context=not_evaluated; reference_context=partial_reference_overlap,manual Polymarket market page review; independent news/event timestamp check; repeat-bucket confirmation; directional position or exit data; reviewed event candidate mapping,Open public market and event/context sources; record source URLs; keep as review cue only.,Deterministic anomaly review cue for human source checking and later bounded SignalSpec drafting only; not a metric calculated by agents.,private_information_proof; misconduct_finding; causality; tradeability; profitability; future_performance; order_instruction; insider_risk_as_fact,contract_only_bounded_case_summary; max_rows=50; no_raw_sql; no_wallet_address_by_default; no_order_path,contract_only_after_llm_audit_log; interpretation_only; no_metric_calculation,monitor_anomaly_review_queue.csv
monitor_candidate_20260728_043000_da46df079491,case_review_packet_monitor_candidate_20260728_043000_da46df079491,will-alexandria-ocasio-cortez-win-the-2028-democratic-presidential-nomination-653,Will Alexandria Ocasio-Cortez win the 2028 Democratic presidential nomination?,medium,needs_human_review,source_check_not_started,review_source_url=not_recorded; event_source_url=not_recorded; reviewer=not_recorded; updated_at_utc=not_recorded; review_note=not_recorded,human_review_required; event_context=not_evaluated; reference_context=partial_reference_overlap,manual Polymarket market page review; independent news/event timestamp check; repeat-bucket confirmation; directional position or exit data; reviewed event candidate mapping,Open public market and event/context sources; record source URLs; keep as review cue only.,Deterministic anomaly review cue for human source checking and later bounded SignalSpec drafting only; not a metric calculated by agents.,private_information_proof; misconduct_finding; causality; tradeability; profitability; future_performance; order_instruction; insider_risk_as_fact,contract_only_bounded_case_summary; max_rows=50; no_raw_sql; no_wallet_address_by_default; no_order_path,contract_only_after_llm_audit_log; interpretation_only; no_metric_calculation,monitor_anomaly_review_queue.csv
monitor_candidate_20260805_043000_d48030f45d05,case_review_packet_monitor_candidate_20260805_043000_d48030f45d05,will-pete-buttigieg-win-the-2028-democratic-presidential-nomination-687,Will Pete Buttigieg win the 2028 Democratic presidential nomination?,medium,needs_human_review,source_check_not_started,review_source_url=not_recorded; event_source_url=not_recorded; reviewer=not_recorded; updated_at_utc=not_recorded; review_note=not_recorded,human_review_required; event_context=not_evaluated; reference_context=partial_reference_overlap,manual Polymarket market page review; independent news/event timestamp check; repeat-bucket confirmation; directional position or exit data; reviewed event candidate mapping,Open public market and event/context sources; record source URLs; keep as review cue only.,Deterministic anomaly review cue for human source checking and later bounded SignalSpec drafting only; not a metric calculated by agents.,private_information_proof; misconduct_finding; causality; tradeability; profitability; future_performance; order_instruction; insider_risk_as_fact,contract_only_bounded_case_summary; max_rows=50; no_raw_sql; no_wallet_address_by_default; no_order_path,contract_only_after_llm_audit_log; interpretation_only; no_metric_calculation,monitor_anomaly_review_queue.csv
monitor_candidate_20260806_154000_c13f9c14cf3e,case_review_packet_monitor_candidate_20260806_154000_c13f9c14cf3e,xi-jinping-out-before-2027,Xi Jinping out before 2027?,medium,needs_human_review,source_check_not_started,review_source_url=not_recorded; event_source_url=not_recorded; reviewer=not_recorded; updated_at_utc=not_recorded; review_note=not_recorded,human_review_required; event_context=not_evaluated; reference_context=partial_reference_overlap,manual Polymarket market page review; independent news/event timestamp check; repeat-bucket confirmation; directional position or exit data; reviewed event candidate mapping,Open public market and event/context sources; record source URLs; keep as review cue only.,Deterministic anomaly review cue for human source checking and later bounded SignalSpec drafting only; not a metric calculated by agents.,private_information_proof; misconduct_finding; causality; tradeability; profitability; future_performance; order_instruction; insider_risk_as_fact,contract_only_bounded_case_summary; max_rows=50; no_raw_sql; no_wallet_address_by_default; no_order_path,contract_only_after_llm_audit_log; interpretation_only; no_metric_calculation,monitor_anomaly_review_queue.csv
monitor_candidate_20260826_234500_2d0d20e4a3b4,case_review_packet_monitor_candidate_20260826_234500_2d0d20e4a3b4,xi-jinping-out-before-2027,Xi Jinping out before 2027?,medium,needs_human_review,source_check_not_started,review_source_url=not_recorded; event_source_url=not_recorded; reviewer=not_recorded; updated_at_utc=not_recorded; review_note=not_recorded,human_review_required; event_context=not_evaluated; reference_context=partial_reference_overlap,manual Polymarket market page review; independent news/event timestamp check; repeat-bucket confirmation; directional position or exit data; reviewed event candidate mapping,Open public market and event/context sources; record source URLs; keep as review cue only.,Deterministic anomaly review cue for human source checking and later bounded SignalSpec drafting only; not a metric calculated by agents.,private_information_proof; misconduct_finding; causality; tradeability; profitability; future_performance; order_instruction; insider_risk_as_fact,contract_only_bounded_case_summary; max_rows=50; no_raw_sql; no_wallet_address_by_default; no_order_path,contract_only_after_llm_audit_log; interpretation_only; no_metric_calculation,monitor_anomaly_review_queue.csv
monitor_candidate_20260827_222500_edd009c2da08,case_review_packet_monitor_candidate_20260827_222500_edd009c2da08,xi-jinping-out-before-2027,Xi Jinping out before 2027?,medium,needs_human_review,source_check_not_started,review_source_url=not_recorded; event_source_url=not_recorded; reviewer=not_recorded; updated_at_utc=not_recorded; review_note=not_recorded,human_review_required; event_context=not_evaluated; reference_context=partial_reference_overlap,manual Polymarket market page review; independent news/event timestamp check; repeat-bucket confirmation; directional position or exit data; reviewed event candidate mapping,Open public market and event/context sources; record source URLs; keep as review cue only.,Deterministic anomaly review cue for human source checking and later bounded SignalSpec drafting only; not a metric calculated by agents.,private_information_proof; misconduct_finding; causality; tradeability; profitability; future_performance; order_instruction; insider_risk_as_fact,contract_only_bounded_case_summary; max_rows=50; no_raw_sql; no_wallet_address_by_default; no_order_path,contract_only_after_llm_audit_log; interpretation_only; no_metric_calculation,monitor_anomaly_review_queue.csv
monitor_candidate_20260829_043000_84f3cb6bc576,case_review_packet_monitor_candidate_20260829_043000_84f3cb6bc576,will-gavin-newsom-win-the-2028-democratic-presidential-nomination-568,Will Gavin Newsom win the 2028 Democratic presidential nomination?,medium,needs_human_review,source_check_not_started,review_source_url=not_recorded; event_source_url=not_recorded; reviewer=not_recorded; updated_at_utc=not_recorded; review_note=not_recorded,human_review_required; event_context=not_evaluated; reference_context=no_reference_overlap,manual Polymarket market page review; independent news/event timestamp check; repeat-bucket confirmation; directional position or exit data; reviewed event candidate mapping,Open public market and event/context sources; record source URLs; keep as review cue only.,Deterministic anomaly review cue for human source checking and later bounded SignalSpec drafting only; not a metric calculated by agents.,private_information_proof; misconduct_finding; causality; tradeability; profitability; future_performance; order_instruction; insider_risk_as_fact,contract_only_bounded_case_summary; max_rows=50; no_raw_sql; no_wallet_address_by_default; no_order_path,contract_only_after_llm_audit_log; interpretation_only; no_metric_calculation,monitor_anomaly_review_queue.csv
monitor_candidate_20260902_043000_cafd0177f21b,case_review_packet_monitor_candidate_20260902_043000_cafd0177f21b,will-josh-shapiro-win-the-2028-democratic-presidential-nomination-977,Will Josh Shapiro win the 2028 Democratic presidential nomination?,medium,needs_human_review,source_check_not_started,review_source_url=not_recorded; event_source_url=not_recorded; reviewer=not_recorded; updated_at_utc=not_recorded; review_note=not_recorded,human_review_required; event_context=not_evaluated; reference_context=partial_reference_overlap,manual Polymarket market page review; independent news/event timestamp check; repeat-bucket confirmation; directional position or exit data; reviewed event candidate mapping,Open public market and event/context sources; record source URLs; keep as review cue only.,Deterministic anomaly review cue for human source checking and later bounded SignalSpec drafting only; not a metric calculated by agents.,private_information_proof; misconduct_finding; causality; tradeability; profitability; future_performance; order_instruction; insider_risk_as_fact,contract_only_bounded_case_summary; max_rows=50; no_raw_sql; no_wallet_address_by_default; no_order_path,contract_only_after_llm_audit_log; interpretation_only; no_metric_calculation,monitor_anomaly_review_queue.csv
monitor_candidate_20260902_043000_cea18c7605b7,case_review_packet_monitor_candidate_20260902_043000_cea18c7605b7,will-pete-buttigieg-win-the-2028-democratic-presidential-nomination-687,Will Pete Buttigieg win the 2028 Democratic presidential nomination?,medium,needs_human_review,source_check_not_started,review_source_url=not_recorded; event_source_url=not_recorded; reviewer=not_recorded; updated_at_utc=not_recorded; review_note=not_recorded,human_review_required; event_context=not_evaluated; reference_context=partial_reference_overlap,manual Polymarket market page review; independent news/event timestamp check; repeat-bucket confirmation; directional position or exit data; reviewed event candidate mapping,Open public market and event/context sources; record source URLs; keep as review cue only.,Deterministic anomaly review cue for human source checking and later bounded SignalSpec drafting only; not a metric calculated by agents.,private_information_proof; misconduct_finding; causality; tradeability; profitability; future_performance; order_instruction; insider_risk_as_fact,contract_only_bounded_case_summary; max_rows=50; no_raw_sql; no_wallet_address_by_default; no_order_path,contract_only_after_llm_audit_log; interpretation_only; no_metric_calculation,monitor_anomaly_review_queue.csv
monitor_candidate_20260903_043000_6fd56280aa01,case_review_packet_monitor_candidate_20260903_043000_6fd56280aa01,will-josh-shapiro-win-the-2028-democratic-presidential-nomination-977,Will Josh Shapiro win the 2028 Democratic presidential nomination?,medium,needs_human_review,source_check_not_started,review_source_url=not_recorded; event_source_url=not_recorded; reviewer=not_recorded; updated_at_utc=not_recorded; review_note=not_recorded,human_review_required; event_context=not_evaluated; reference_context=partial_reference_overlap,manual Polymarket market page review; independent news/event timestamp check; repeat-bucket confirmation; directional position or exit data; reviewed event candidate mapping,Open public market and event/context sources; record source URLs; keep as review cue only.,Deterministic anomaly review cue for human source checking and later bounded SignalSpec drafting only; not a metric calculated by agents.,private_information_proof; misconduct_finding; causality; tradeability; profitability; future_performance; order_instruction; insider_risk_as_fact,contract_only_bounded_case_summary; max_rows=50; no_raw_sql; no_wallet_address_by_default; no_order_path,contract_only_after_llm_audit_log; interpretation_only; no_metric_calculation,monitor_anomaly_review_queue.csv
